Nama_Obat;Manufacturer;Content;Indications;Contraindications;Adverse_Reactions;Diseases;MIMS_Class
Coxtor;Amarox;Etoricoxib;"Symptomatic relief of OA, RA, ankylosing spondylitis, pain & signs of inflammation associated with acute gouty arthritis; chronic musculoskeletal pain, acute pain associated with dental surgery.";Hypersensitivity. CHF (NYHA II-IV), established ischemic heart disease, peripheral arterial disease &/or cerebrovascular disease (including patients who have recently undergone CABG surgery or angioplasty).;"Asthenia/fatigue, dizziness, lower extremity edema, HTN, dyspepsia, heartburn, nausea, headache, increased ALT & AST. Thrombocytopenia; hypersensitivity reactions including anaphylactic/anaphylactoid reactions eg, shock; hyperkalemia; anxiety, insomnia, confusion, hallucinations, depression, restlessness; dysgeusia, somnolence; blurred vision; CHF, palpitations, angina, arrhythmia; hypertensive crisis; bronchospasm; abdominal pain, oral ulcers, peptic ulcers including perforation & bleeding (mainly in elderly), vomiting diarrhea; hepatitis, jaundice, hepatic failure; angioedema, pruritus, erythema, rash, SJS, TEN, urticaria, fixed drug eruption; renal insufficiency including renal failure.";"Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Gout; Psoriatic Arthritis; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Dexprofen;Otto;Dexketoprofen;Oral: Symptomatic treatment of mild to moderate pain eg, musculoskeletal acute pain, dysmenorrhea, toothache, post-op pain. Injection: Symptomatic treatment of acute pain when PO is not possible.;Hypersensitivity to NSAIDs. History of asthma attack, bronchospasm, acute rhinitis, nasal polyp, urticaria or angioneurotic edema triggered by aspirin or other NSAIDs. History or existing gastric ulcer (acute or suspect) or chronic dyspepsia, gastric bleeding or other active bleeding. Crohn's disease or ulcerative colitis, history of bronchial asthma, severe heart failure. Diathesis hemorrhage, other coagulation disorders, or receiving anticoagulant therapy. Neuraxial (intrathecal or epidural) administration related with alcohol. Treatment of peri-op pain in coronary bypass surgery. Moderate to severe kidney dysfunction (CrCl <50 mL/min). Severe liver function impairment (Child-Pugh score 10-15). Pregnancy & lactation.;Nausea, vomiting, injection site pain, abdominal pain, diarrhea, dyspepsia. Sleep disorders, anxiety, headache, dizziness, vertigo, palpitation, gastritis, constipation, dry mouth, bloating, skin rash, fatigue, hot flushes, pain, asthenia, rigidity, malaise, paresthesia, HTN, peripheral edema, bradypnea, peptic ulcer, GI bleading or perforation, anorexia, increased liver enzyme, urticaria, acne, hyerhydrosis, polyuria, menstrual disturbances, prostate disorders, back pain, syncope, neutropenia, thrombocytopenia, blurred vision, tinnitus, tachycardia, hypotension, bronchospasm, dyspnea, pancreatic damage, liver damage, severe mucocutaneous reactions (SJS, Lyell’s syndrome), angioedema, dermatology reactions, photosensitivity reactions, pruritus, kidney impairment, anaphylaxis, facial edema.;"Chronic Pelvic Pain; Low Back Pain; Osteoarthritis; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Gout; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Dogesic;Yarindo Farmatama;Mefenamic acid;Moderate acute or chronic pain, headache, muscle pain, traumatic pain (due to extraction, surgery, labour). To relieve pain of toothache & post-dental extraction, dysmenorrhea.;Gastric or peptic ulcer, diarrhea, impaired liver & kidney function.;"Gastric irritation, intestinal colic, diarrhea; rash, thrombocytopenia, hemolytic anemia, agranulocytosis, gastric bleeding; dyspepsia, nausea, abdominal pain, vomiting, headache, drowsiness, dizziness, vertigo, constipation, megaloblastic anemia.";"Cancer Pain; Headache; Migraine Headache; Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Psoriatic Arthritis; Heavy Menstrual Bleeding.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Eflagen;Sanbe;Diclofenac K;Short-term treatment of painful post-traumatic inflammatory states, post-op inflammation & pain. Adjuvant in severe inflammatory conditions of the ear, nose & throat.;Peptic ulcer, patients in whom aspirin & other NSAIDs precipitate attacks of asthma, urticaria or acute rhinitis.;Epigastric pain, diarrhea, nausea, vomiting, abdominal cramps, dyspepsia, headache, dizziness, vertigo, impaired hearing, urticaria, eczema, erythema multiforme, renal impairment, thrombocytopenia, leucopenia, anemia, impotence, palpitations, chest pain, HTN.;"Cancer Pain; Headache; Migraine Headache; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Tonsillopharyngitis - Acute; Tonsillopharyngitis - Acute (Pediatric); Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Gout; Psoriatic Arthritis; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Farpain;Fahrenheit;Ketorolac tromethamine;Tab: Short-term management of moderate post-op pain. Injection: Short-term management of moderate to severe acute post-op pain.;"Aspirin- or NSAID-induced allergy. Active peptic ulcer, suspected or confirmed CV bleeding, hemorrhagic diatheses including coagulation disorders, complete or partial nasal polyp syndrome, angioedema or bronchospasm; hypovolemia or dehydration, moderate or severe renal impairment; history of asthma, SJS or vesicular bulbous rash. Patients receiving NSAIDs, aminosalicylic acid, probenecid, lithium salts, anticoagulants including low dose of heparin. Prophylactic administration before major surgery or intra-op when hemostasis is critical due to increased risk of bleeding. Pregnancy & lactation. Childn <16 year.";"GI, CNS, musculoskeletal system, urinary tract, kidney, CV or hematological, resp system & skin disturbances; hypersensitivity reactions, bleeding, abnormal liver function test, asthenia, edema, pain at injection site, weight gain, hepatitis, liver failure.";Dysmenorrhea - Primary.;Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Farsifen;Ifars;Ibuprofen;"Reduce fever & relief of mild to moderate pain eg, post-tooth extraction pain, post-op pain, headache, primary dysmenorrhea. Relief of bone, articular & non-articular rheumatism; muscle & musculoskeletal trauma.";Hypersensitivity to ibuprofen & other NSAIDs. Patients with severe & active peptic ulcer, nasal polyp syndrome, angioedema. Patients in whom ASA or other NSAIDs induce the symptoms of asthma, rhinits or urticaria. third trimester of pregnancy.;GI disturbances eg, nausea, vomiting, gastric pain, transient burning on the upper stomach, diarrhea, constipation, gastric bleeding, skin rash, bronchospasm, thrombocytopenia, lymphopenia, reduced visual acuity, edema. Indigestion, color blindness.;"Cancer Pain; Headache; Migraine Headache; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Influenza (Pediatric); Rheumatic Fever - Acute; Rhinosinusitis - Acute, Bacterial; Rhinosinusitis - Acute, Bacterial (Pediatric); Tonsillopharyngitis - Acute; Tonsillopharyngitis - Acute (Pediatric); Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Gout; Psoriatic Arthritis; Tendinopathy; Mumps.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Farsifen Forte;Ifars;Ibuprofen;Relieve mild to moderate pain eg, pain in dental disease or after tooth extraction, primary dysmenorrhea, post-op pain, headache.;"Hypersensitivity. Severe & active peptic ulcer; nasal polyp syndrome; angioderma. Third trimester of pregnancy.";"Rarely, GI disorders, nausea, vomiting, stomach pain or burning sensation in upper abdomen, diarrhea, constipation, peptic hemorrhage; rash; bronchospasm; thrombocytopenia, lymphopenia; vision disorders; edema.";"Cancer Pain; Headache; Migraine Headache; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Influenza (Pediatric); Rheumatic Fever - Acute; Rhinosinusitis - Acute, Bacterial; Rhinosinusitis - Acute, Bacterial (Pediatric); Tonsillopharyngitis - Acute; Tonsillopharyngitis - Acute (Pediatric); Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Gout; Psoriatic Arthritis; Tendinopathy; Mumps.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Feldene Flash;Pfizer;Piroxicam;Variety of conditions requiring anti-inflammatory activity eg, RA, OA (arthrosis, degenerative joint disease), ankylosing spondylitis, acute musculoskeletal disorders & acute gout.;Hypersensitivity. History of GI ulceration, bleeding or perforation. Active peptic ulceration or history of recurrent ulceration. Cross-sensitivity to ASA or NSAIDs. Treatment of peri-op pain in the setting of CABG surgery. Severe heart failure. Severe renal & hepatic failure.;Stomatitis, anorexia, epigastric distress, nausea, constipation, abdominal discomfort, flatulence, diarrhea, abdominal pain & indigestion. GI bleeding, perforation & ulceration. Swollen eyes, blurred vision & eye irritations. Rash & pruritus. Reversible elevations of BUN & creatinine. Decrease in hemoglobin & hematocrit. Anemia. Thrombocytopenia, nonthrombocytopenic purpura (Henoch-Schoenlein), leucopenia & eosinophilia.;"Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Gout; Psoriatic Arthritis; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Feldene Gel;Pfizer;Piroxicam;Variety of conditions characterized by pain & inflammation eg, OA (arthrosis, degenerative joint disease), post traumatic or acute musculoskeletal disorders including tendinitis, tenosynovitis, periarthritis, sprains, strains & low back pain.;Hypersensitivity to the gel or piroxicam. Aspirin- or other NSAID-induced asthma, rhinitis, angioedema or urticaria.;Mild or moderate local irritation, erythema, rash, pityroid desquamation, pruritus & reaction at application site. Mild but transient skin discoloration. Contact dermatitis, eczema & photosensitivity skin reactions.;"Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Gout; Psoriatic Arthritis; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Femisic;Caprifarmindo;Mefenamic acid;Relief of mild to moderate pain eg, headache, toothache, dysmenorrhea, traumatic pain, painful musculoskeletal conditions & post-op.;"Bronchospasm, allergic rhinitis & urticaria after acetosal/aspirin intake; peptic & intestinal ulcer; renal impairment.";"Nausea, vomiting, diarrhea, abdominal pain; leucopenia, eosinophilia, thrombocytopenia, agranulocytopenia; somnolence, dizziness, blurred vision, insomnia.";"Cancer Pain; Headache; Migraine Headache; Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Psoriatic Arthritis; Heavy Menstrual Bleeding.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Fendex;Fahrenheit;Dexketoprofen trometamol;Oral: Symptomatic treatment of mild to moderate pain eg, musculoskeletal & post-op pain, dysmenorrhea, toothache. Injection: Symptomatic treatment of acute pain when PO is not possible.;Hypersensitivity to NSAIDs. History of asthma attack, bronchial asthma, bronchospasm, acute rhinitis, nasal polyp, urticaria or angioneurotic edema triggered by aspirin or other NSAIDs. History or existing gastric ulcer (acute or suspect) or chronic dyspepsia, gastric bleeding or other active bleeding. Crohn's disease or ulcerative colitis, severe heart failure, moderate to severe kidney dysfunction (CrCl <50 mL/min), severe impaired liver function (Child-Pugh score 10-15). Diathesis hemorrhage, other coagulation disorders, or receiving anticoagulant therapy. Neuraxial (intrathecal or epidural) administration related with alcohol. Pregnancy & lactation.;Frequent: Nausea, vomiting, pain at injection site, abdominal pain, diarrhea, dyspepsia.;"Chronic Pelvic Pain; Low Back Pain; Osteoarthritis; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Gout; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Flamar;Sanbe;Diclofenac Na;"Tab: Non-articular rheumatism. Inflammatory & degenerative forms of rheumatism, RA, OA, ankylosing spondylitis, spondylarthrosis. Emulgel: Traumatic inflammation of tendons, ligaments, muscles, joints, soft tissue rheumatism; localized rheumatic diseases.";"Peptic ulcer; diclofenac-, aspirin- or other NSAID-induced asthma or allergic reactions.";GI disturbances, dizziness, headache. Emulgel: Local irritation, erythema, pruritus or dermatitis, skin photosensitivity, desquamation, atrophy.;"Cancer Pain; Headache; Migraine Headache; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Tonsillopharyngitis - Acute; Tonsillopharyngitis - Acute (Pediatric); Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Gout; Psoriatic Arthritis; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Flamic;Gracia Pharmindo;Diclofenac K;Short-term treatment of acute conditions ie, post-traumatic & post-op pain & inflammatory. As adjuvant in severe inflammatory pain of otitis & pharyngotonsillitis.;Gastric ulcer, patients in whom ASA or prostaglandin inhibitors precipitate symptoms of asthma, urticaria or acute rhinitis.;"Gastric pain, diarrhea, nausea, vomiting, abdominal cramps, dyspepsia, dizziness, headache, vertigo, tinnitus, urticaria, eczema, erythema multiforme, kidney function impairment; increased SGOT& SGPT, hepatitis (rare); thrombocytopenia, leucopenia, anemia, agranulocytosis (very rare), edema (rare), impotence, palpitation, chest pain, HTN.";"Cancer Pain; Headache; Migraine Headache; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Tonsillopharyngitis - Acute; Tonsillopharyngitis - Acute (Pediatric); Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Gout; Psoriatic Arthritis; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Flamoxi;Solas;Meloxicam;OA & musculoskeletal disorders.;GI or cerebrovascular haemorrhage, asthma, active peptic ulcer, severe renal insufficiency. Pregnancy & lactation. Childn <15 year.;GI disturbances, anemia, skin rash, pruritus, headache, oedema.;"Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Gout; Psoriatic Arthritis.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Flasicox;Ifars;Meloxicam;"Short-term symptomatic treatment of acute exacerbations of OA; long-term symptomatic treatment of RA.";Hypersensitivity to acetosal. Active gastric ulcer for the last 6 month or history of recurred gastric ulcer. Severe kidney disease & non-dialysis kidney failure. GI bleeding, cerebrovascular hemorrhage or other hemorrhagic disorders. Severe liver dysfunction. Asthma, nasal polyp or angioedema or urticarial symptoms after using acetosal or other NSAIDs. Pregnancy & lactation. Childn.;Rarely, GI disturbances, edema, pain, HTN, flushing, palpitation, dizziness, headache, vertigo, tinnitus, drowsiness, anemia, arthralgia, back pain, insomnia, cough, resp infection, dyspnea, pruritus, rash, urticaria, photosensitivity, increased frequency of micturition, UTI, increased serum urea, creatinine, transaminase &/or bilirubin levels.;"Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Gout; Psoriatic Arthritis.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Flazen 50;Zenith Pharmaceuticals;Diclofenac K;Acute & chronic treatment of signs & symptoms of RA, OA & ankylosing spondylitis. Management of pain & primary dysmenorrhoea.;"Active gastric or peptic ulcers; hypersensitivity to aspirin or NSAIDs, ischemic heart disease, peripheral artery disease, cerebrovascular disease, congestive heart disease.";"Headache, dizziness, vertigo; nausea, vomiting, diarrhea, dyspepsia, abdominal pain, flatulence, anorexia, epigastric pain; increased transaminases; skin rash.";"Headache; Migraine Headache; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Tonsillopharyngitis - Acute; Tonsillopharyngitis - Acute (Pediatric); Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Gout; Psoriatic Arthritis; Tendinopathy.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
Friart;Berlico Mulia Farma;Meloxicam;Short-term symptomatic treatment in acute exacerbation of OA. Long-term symptomatic treatment of RA (chronic polyarthritis). Symptomatic treatment of ankylosing spondylitis.;Hypersensitivity. Patients with symptoms of asthma, nasal polyps, angioedema, urticaria upon treatment with acetylsalicylic acid or other NSAIDs. Active gastric ulcers, inflammatory bowel disease, GI bleeding.;"Gastric ulcer, perforation or gastric bleeding; nausea, vomiting, diarrhea, flatulence, constipation, dyspepsia. Increased risk of arterial thrombotic events.";"Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis; Dysmenorrhea - Primary; Ankylosing Spondylitis; Juvenile Idiopathic Arthritis; Gout; Psoriatic Arthritis.";Nonsteroidal Anti-Inflammatory Drugs (NSAIDs)
